sentence,sentiment,preprocessed
sad day bankrupt gm,0,"{'cleaned_text': 'sad day bankrupt gm', 'tokens': ['sad', 'day', 'bankrupt', 'gm'], 'pos_tags': [('sad', 'ADJ'), ('day', 'NOUN'), ('bankrupt', 'PROPN'), ('gm', 'PROPN')], 'named_entities': [('gm', 'ORG')]}"
is upset about the whole gm thing life as i know it is so screwed up,0,"{'cleaned_text': 'upset whole gm thing life know screw', 'tokens': ['upset', 'whole', 'gm', 'thing', 'life', 'know', 'screw'], 'pos_tags': [('upset', 'ADJ'), ('whole', 'ADJ'), ('gm', 'PROPN'), ('thing', 'NOUN'), ('life', 'NOUN'), ('know', 'VERB'), ('screw', 'NOUN')], 'named_entities': [('gm', 'ORG')]}"
whoever is running time warner needs to be repeatedly raped by a rhino so they understand the consequences of putting out shitty cable svcs,0,"{'cleaned_text': 'whoever run time warner need repeatedli rape rhino understand consequ put shitti cabl svc', 'tokens': ['whoever', 'run', 'time', 'warner', 'need', 'repeatedli', 'rape', 'rhino', 'understand', 'consequ', 'put', 'shitti', 'cabl', 'svc'], 'pos_tags': [('whoever', 'PRON'), ('run', 'VERB'), ('time', 'NOUN'), ('warner', 'PROPN'), ('need', 'VERB'), ('repeatedli', 'PROPN'), ('rape', 'NOUN'), ('rhino', 'PROPN'), ('understand', 'VERB'), ('consequ', 'PROPN'), ('put', 'VERB'), ('shitti', 'PROPN'), ('cabl', 'PROPN'), ('svc', 'PROPN')], 'named_entities': [('warner', 'ORG'), ('repeatedli', 'GPE')]}"
wftb joining a bit late my connection was down boo time warner,0,"{'cleaned_text': 'wftb join bit late connect boo time warner', 'tokens': ['wftb', 'join', 'bit', 'late', 'connect', 'boo', 'time', 'warner'], 'pos_tags': [('wftb', 'NOUN'), ('join', 'NOUN'), ('bit', 'NOUN'), ('late', 'VERB'), ('connect', 'ADJ'), ('boo', 'PROPN'), ('time', 'NOUN'), ('warner', 'PROPN')], 'named_entities': []}"
cox or time warner cox is cheaper and gets a b on dslreports tw is more expensive and gets a c,0,"{'cleaned_text': 'cox time warner cox cheaper get b dslreport tw expens get c', 'tokens': ['cox', 'time', 'warner', 'cox', 'cheaper', 'get', 'b', 'dslreport', 'tw', 'expens', 'get', 'c'], 'pos_tags': [('cox', 'PROPN'), ('time', 'NOUN'), ('warner', 'PROPN'), ('cox', 'PROPN'), ('cheaper', 'ADV'), ('get', 'VERB'), ('b', 'DET'), ('dslreport', 'NOUN'), ('tw', 'PROPN'), ('expens', 'NOUN'), ('get', 'VERB'), ('c', 'NOUN')], 'named_entities': [('cox time', 'ORG')]}"
i am furious with time warner and their phone promotions,0,"{'cleaned_text': 'furiou time warner phone promot', 'tokens': ['furiou', 'time', 'warner', 'phone', 'promot'], 'pos_tags': [('furiou', 'PROPN'), ('time', 'NOUN'), ('warner', 'PROPN'), ('phone', 'PROPN'), ('promot', 'PROPN')], 'named_entities': [('furiou time warner', 'ORG')]}"
just got home from chick fil a with the boys damn my internets down stupid time warner,0,"{'cleaned_text': 'got home chick fil boy damn internet stupid time warner', 'tokens': ['got', 'home', 'chick', 'fil', 'boy', 'damn', 'internet', 'stupid', 'time', 'warner'], 'pos_tags': [('got', 'VERB'), ('home', 'NOUN'), ('chick', 'PROPN'), ('fil', 'PROPN'), ('boy', 'NOUN'), ('damn', 'ADJ'), ('internet', 'NOUN'), ('stupid', 'ADJ'), ('time', 'NOUN'), ('warner', 'PROPN')], 'named_entities': []}"
could time warner cable suck more no,0,"{'cleaned_text': 'could time warner cabl suck', 'tokens': ['could', 'time', 'warner', 'cabl', 'suck'], 'pos_tags': [('could', 'AUX'), ('time', 'VERB'), ('warner', 'PROPN'), ('cabl', 'PROPN'), ('suck', 'PROPN')], 'named_entities': [('warner', 'ORG')]}"
pissed at time warner for causin me to have slow internet problems,0,"{'cleaned_text': 'piss time warner causin slow internet problem', 'tokens': ['piss', 'time', 'warner', 'causin', 'slow', 'internet', 'problem'], 'pos_tags': [('piss', 'ADJ'), ('time', 'NOUN'), ('warner', 'PROPN'), ('causin', 'PROPN'), ('slow', 'ADJ'), ('internet', 'NOUN'), ('problem', 'NOUN')], 'named_entities': [('warner', 'ORG')]}"
ummm having some time warner problems,0,"{'cleaned_text': 'ummm time warner problem', 'tokens': ['ummm', 'time', 'warner', 'problem'], 'pos_tags': [('ummm', 'PROPN'), ('time', 'PROPN'), ('warner', 'PROPN'), ('problem', 'NOUN')], 'named_entities': [('warner', 'ORG')]}"
you guys see this why does time warner have to suck so much ass really wish i could get u verse at my apartment,0,"{'cleaned_text': 'guy see time warner suck much as realli wish could get u vers apart', 'tokens': ['guy', 'see', 'time', 'warner', 'suck', 'much', 'as', 'realli', 'wish', 'could', 'get', 'u', 'vers', 'apart'], 'pos_tags': [('guy', 'NOUN'), ('see', 'VERB'), ('time', 'NOUN'), ('warner', 'PROPN'), ('suck', 'VERB'), ('much', 'ADV'), ('as', 'SCONJ'), ('realli', 'PROPN'), ('wish', 'NOUN'), ('could', 'AUX'), ('get', 'VERB'), ('u', 'PRON'), ('vers', 'NOUN'), ('apart', 'ADV')], 'named_entities': [('warner', 'ORG')]}"
rt the upside to time warner unhelpful phone operators superslow on site service crap that s not an upside,0,"{'cleaned_text': 'rt upsid time warner unhelp phone oper superslow site servic crap upsid', 'tokens': ['rt', 'upsid', 'time', 'warner', 'unhelp', 'phone', 'oper', 'superslow', 'site', 'servic', 'crap', 'upsid'], 'pos_tags': [('rt', 'PROPN'), ('upsid', 'ADJ'), ('time', 'NOUN'), ('warner', 'PROPN'), ('unhelp', 'VERB'), ('phone', 'NOUN'), ('oper', 'NOUN'), ('superslow', 'NOUN'), ('site', 'NOUN'), ('servic', 'PROPN'), ('crap', 'NOUN'), ('upsid', 'ADV')], 'named_entities': [('rt upsid time warner', 'PERSON')]}"
rt new time warner slogan time warner where we make you long for the days before cable,0,"{'cleaned_text': 'rt new time warner slogan time warner make long day cabl', 'tokens': ['rt', 'new', 'time', 'warner', 'slogan', 'time', 'warner', 'make', 'long', 'day', 'cabl'], 'pos_tags': [('rt', 'PROPN'), ('new', 'ADJ'), ('time', 'NOUN'), ('warner', 'PROPN'), ('slogan', 'PROPN'), ('time', 'NOUN'), ('warner', 'PROPN'), ('make', 'VERB'), ('long', 'ADJ'), ('day', 'NOUN'), ('cabl', 'ADJ')], 'named_entities': [('new time warner', 'ORG'), ('warner', 'ORG')]}"
confirmed it s time warner s fault not facebook s that fb is taking about minutes to load so tempted to switch to verizon,0,"{'cleaned_text': 'confirm time warner fault facebook fb take minut load tempt switch verizon', 'tokens': ['confirm', 'time', 'warner', 'fault', 'facebook', 'fb', 'take', 'minut', 'load', 'tempt', 'switch', 'verizon'], 'pos_tags': [('confirm', 'VERB'), ('time', 'NOUN'), ('warner', 'PROPN'), ('fault', 'PROPN'), ('facebook', 'PROPN'), ('fb', 'PRON'), ('take', 'VERB'), ('minut', 'PROPN'), ('load', 'NOUN'), ('tempt', 'VERB'), ('switch', 'VERB'), ('verizon', 'ADV')], 'named_entities': [('confirm time warner fault', 'ORG')]}"
time warner epic fail,0,"{'cleaned_text': 'time warner epic fail', 'tokens': ['time', 'warner', 'epic', 'fail'], 'pos_tags': [('time', 'NOUN'), ('warner', 'PROPN'), ('epic', 'PROPN'), ('fail', 'PROPN')], 'named_entities': [('time warner', 'ORG')]}"
i know how sad is that rt st day of hurricane season that s less scarey than govt taking over gm,0,"{'cleaned_text': 'know sad rt st day hurrican season le scarey govt take gm', 'tokens': ['know', 'sad', 'rt', 'st', 'day', 'hurrican', 'season', 'le', 'scarey', 'govt', 'take', 'gm'], 'pos_tags': [('know', 'VERB'), ('sad', 'ADJ'), ('rt', 'PROPN'), ('st', 'PROPN'), ('day', 'NOUN'), ('hurrican', 'PROPN'), ('season', 'NOUN'), ('le', 'X'), ('scarey', 'PROPN'), ('govt', 'PROPN'), ('take', 'VERB'), ('gm', 'PROPN')], 'named_entities': [('gm', 'ORG')]}"
gm files bankruptcy not a good sign,0,"{'cleaned_text': 'gm file bankruptci good sign', 'tokens': ['gm', 'file', 'bankruptci', 'good', 'sign'], 'pos_tags': [('gm', 'PROPN'), ('file', 'NOUN'), ('bankruptci', 'PROPN'), ('good', 'ADJ'), ('sign', 'NOUN')], 'named_entities': [('gm', 'ORG')]}"
yankees won mets lost its a good day,1,"{'cleaned_text': 'yanke met lost good day', 'tokens': ['yanke', 'met', 'lost', 'good', 'day'], 'pos_tags': [('yanke', 'PROPN'), ('met', 'VERB'), ('lost', 'VERB'), ('good', 'ADJ'), ('day', 'NOUN')], 'named_entities': [('yanke', 'PERSON')]}"
my dentist appt today was actually quite enjoyable,1,"{'cleaned_text': 'dentist appt today actual quit enjoy', 'tokens': ['dentist', 'appt', 'today', 'actual', 'quit', 'enjoy'], 'pos_tags': [('dentist', 'PROPN'), ('appt', 'VERB'), ('today', 'NOUN'), ('actual', 'ADJ'), ('quit', 'NOUN'), ('enjoy', 'VERB')], 'named_entities': [('today', 'DATE')]}"
i hate the effing dentist,0,"{'cleaned_text': 'hate ef dentist', 'tokens': ['hate', 'ef', 'dentist'], 'pos_tags': [('hate', 'VERB'), ('ef', 'PROPN'), ('dentist', 'PROPN')], 'named_entities': []}"
i hate going to the dentist,0,"{'cleaned_text': 'hate go dentist', 'tokens': ['hate', 'go', 'dentist'], 'pos_tags': [('hate', 'PROPN'), ('go', 'VERB'), ('dentist', 'NOUN')], 'named_entities': []}"
i hate the dentist who invented them anyways,0,"{'cleaned_text': 'hate dentist invent anyway', 'tokens': ['hate', 'dentist', 'invent', 'anyway'], 'pos_tags': [('hate', 'PROPN'), ('dentist', 'PROPN'), ('invent', 'NOUN'), ('anyway', 'ADV')], 'named_entities': []}"
this dentist s office is cold,0,"{'cleaned_text': 'dentist offic cold', 'tokens': ['dentist', 'offic', 'cold'], 'pos_tags': [('dentist', 'PROPN'), ('offic', 'NOUN'), ('cold', 'ADJ')], 'named_entities': []}"
just applied at safeway yeeeee,1,"{'cleaned_text': 'appli safeway yeeeee', 'tokens': ['appli', 'safeway', 'yeeeee'], 'pos_tags': [('appli', 'PROPN'), ('safeway', 'PROPN'), ('yeeeee', 'NOUN')], 'named_entities': [('appli safeway yeeeee', 'PERSON')]}"
safeway place is a nightmare right now bumming,0,"{'cleaned_text': 'safeway place nightmar right bum', 'tokens': ['safeway', 'place', 'nightmar', 'right', 'bum'], 'pos_tags': [('safeway', 'PROPN'), ('place', 'PROPN'), ('nightmar', 'PROPN'), ('right', 'ADJ'), ('bum', 'PROPN')], 'named_entities': []}"
hate safeway select green tea icecream bought two cartons what a waste of money gt _ lt,0,"{'cleaned_text': 'hate safeway select green tea icecream bought two carton wast money gt lt', 'tokens': ['hate', 'safeway', 'select', 'green', 'tea', 'icecream', 'bought', 'two', 'carton', 'wast', 'money', 'gt', 'lt'], 'pos_tags': [('hate', 'VERB'), ('safeway', 'PROPN'), ('select', 'ADJ'), ('green', 'ADJ'), ('tea', 'NOUN'), ('icecream', 'NOUN'), ('bought', 'VERB'), ('two', 'NUM'), ('carton', 'NOUN'), ('wast', 'PROPN'), ('money', 'NOUN'), ('gt', 'PROPN'), ('lt', 'PROPN')], 'named_entities': [('two', 'CARDINAL')]}"
nike rocks i m super grateful for what i ve done with them amp the european division of nike is beyond,1,"{'cleaned_text': 'nike rock super grate done amp european divis nike beyond', 'tokens': ['nike', 'rock', 'super', 'grate', 'done', 'amp', 'european', 'divis', 'nike', 'beyond'], 'pos_tags': [('nike', 'PROPN'), ('rock', 'PROPN'), ('super', 'PROPN'), ('grate', 'NOUN'), ('done', 'VERB'), ('amp', 'PROPN'), ('european', 'PROPN'), ('divis', 'PROPN'), ('nike', 'PROPN'), ('beyond', 'ADP')], 'named_entities': [('european', 'NORP')]}"
have you tried nike v addictive,1,"{'cleaned_text': 'tri nike v addict', 'tokens': ['tri', 'nike', 'v', 'addict'], 'pos_tags': [('tri', 'PROPN'), ('nike', 'ADP'), ('v', 'PROPN'), ('addict', 'NOUN')], 'named_entities': [('tri nike v addict', 'ORG')]}"
the nike training club beta iphone app looks very interesting,1,"{'cleaned_text': 'nike train club beta iphon app look interest', 'tokens': ['nike', 'train', 'club', 'beta', 'iphon', 'app', 'look', 'interest'], 'pos_tags': [('nike', 'PROPN'), ('train', 'NOUN'), ('club', 'NOUN'), ('beta', 'PROPN'), ('iphon', 'PROPN'), ('app', 'NOUN'), ('look', 'NOUN'), ('interest', 'NOUN')], 'named_entities': [('nike train club', 'ORG')]}"
argghhhh why won t my jquery appear in safari bad safari,0,"{'cleaned_text': 'argghhhh jqueri appear safari bad safari', 'tokens': ['argghhhh', 'jqueri', 'appear', 'safari', 'bad', 'safari'], 'pos_tags': [('argghhhh', 'PROPN'), ('jqueri', 'PROPN'), ('appear', 'VERB'), ('safari', 'PROPN'), ('bad', 'ADJ'), ('safari', 'PROPN')], 'named_entities': [('argghhhh jqueri', 'PERSON'), ('safari bad safari', 'PERSON')]}"
i m ready to drop the pretenses i am forever in love with jquery and i want to marry it sorry ladies this nerd is jquery spokenfor js,1,"{'cleaned_text': 'readi drop pretens forev love jqueri want marri sorri ladi nerd jqueri spokenfor j', 'tokens': ['readi', 'drop', 'pretens', 'forev', 'love', 'jqueri', 'want', 'marri', 'sorri', 'ladi', 'nerd', 'jqueri', 'spokenfor', 'j'], 'pos_tags': [('readi', 'ADJ'), ('drop', 'NOUN'), ('pretens', 'NOUN'), ('forev', 'ADJ'), ('love', 'NOUN'), ('jqueri', 'PROPN'), ('want', 'VERB'), ('marri', 'PROPN'), ('sorri', 'PROPN'), ('ladi', 'PROPN'), ('nerd', 'PROPN'), ('jqueri', 'PROPN'), ('spokenfor', 'PROPN'), ('j', 'PROPN')], 'named_entities': [('jqueri', 'NORP')]}"
super investors a great weekend read here from warren buffet oldie but a goodie,1,"{'cleaned_text': 'super investor great weekend read warren buffet oldi goodi', 'tokens': ['super', 'investor', 'great', 'weekend', 'read', 'warren', 'buffet', 'oldi', 'goodi'], 'pos_tags': [('super', 'ADJ'), ('investor', 'NOUN'), ('great', 'ADJ'), ('weekend', 'NOUN'), ('read', 'VERB'), ('warren', 'PROPN'), ('buffet', 'PROPN'), ('oldi', 'PROPN'), ('goodi', 'PROPN')], 'named_entities': [('warren buffet oldi', 'PERSON')]}"
reading michael palin book the python years great book i also recommend warren buffet amp nelson mandela s bio,1,"{'cleaned_text': 'read michael palin book python year great book also recommend warren buffet amp nelson mandela bio', 'tokens': ['read', 'michael', 'palin', 'book', 'python', 'year', 'great', 'book', 'also', 'recommend', 'warren', 'buffet', 'amp', 'nelson', 'mandela', 'bio'], 'pos_tags': [('read', 'VERB'), ('michael', 'PROPN'), ('palin', 'PROPN'), ('book', 'PROPN'), ('python', 'PROPN'), ('year', 'NOUN'), ('great', 'ADJ'), ('book', 'NOUN'), ('also', 'ADV'), ('recommend', 'VERB'), ('warren', 'PROPN'), ('buffet', 'PROPN'), ('amp', 'PROPN'), ('nelson', 'PROPN'), ('mandela', 'PROPN'), ('bio', 'VERB')], 'named_entities': [('michael palin', 'PERSON'), ('warren buffet', 'PERSON'), ('nelson mandela bio', 'PERSON')]}"
i mean i m down with notre dame if i have to it s a good school i d be closer to dan i d enjoy it,1,"{'cleaned_text': 'mean notr dame good school closer dan enjoy', 'tokens': ['mean', 'notr', 'dame', 'good', 'school', 'closer', 'dan', 'enjoy'], 'pos_tags': [('mean', 'PROPN'), ('notr', 'PROPN'), ('dame', 'NOUN'), ('good', 'ADJ'), ('school', 'NOUN'), ('closer', 'ADJ'), ('dan', 'PROPN'), ('enjoy', 'NOUN')], 'named_entities': [('dan enjoy', 'PERSON')]}"
i can t watch tv without a tivo and after all these years the time warner dvr still sucks,0,"{'cleaned_text': 'watch tv without tivo year time warner dvr still suck', 'tokens': ['watch', 'tv', 'without', 'tivo', 'year', 'time', 'warner', 'dvr', 'still', 'suck'], 'pos_tags': [('watch', 'VERB'), ('tv', 'NOUN'), ('without', 'ADP'), ('tivo', 'PROPN'), ('year', 'NOUN'), ('time', 'NOUN'), ('warner', 'PROPN'), ('dvr', 'PROPN'), ('still', 'ADV'), ('suck', 'VERB')], 'named_entities': [('warner', 'ORG')]}"
i d say some sports writers are idiots for saying roger federer is one of the best ever in tennis roger federer is the best ever in tennis,1,"{'cleaned_text': 'say sport writer idiot say roger feder one best ever tenni roger feder best ever tenni', 'tokens': ['say', 'sport', 'writer', 'idiot', 'say', 'roger', 'feder', 'one', 'best', 'ever', 'tenni', 'roger', 'feder', 'best', 'ever', 'tenni'], 'pos_tags': [('say', 'VERB'), ('sport', 'NOUN'), ('writer', 'NOUN'), ('idiot', 'NOUN'), ('say', 'VERB'), ('roger', 'PROPN'), ('feder', 'PROPN'), ('one', 'NUM'), ('best', 'ADJ'), ('ever', 'ADV'), ('tenni', 'ADJ'), ('roger', 'PROPN'), ('feder', 'NOUN'), ('best', 'ADV'), ('ever', 'ADV'), ('tenni', 'ADJ')], 'named_entities': [('one', 'CARDINAL'), ('tenni roger', 'PERSON')]}"
i still love my kindle but reading the new york times on it does not feel natural i miss the bloomingdale ads,0,"{'cleaned_text': 'still love kindl read new york time feel natur miss bloomingdal ad', 'tokens': ['still', 'love', 'kindl', 'read', 'new', 'york', 'time', 'feel', 'natur', 'miss', 'bloomingdal', 'ad'], 'pos_tags': [('still', 'ADV'), ('love', 'VERB'), ('kindl', 'NOUN'), ('read', 'VERB'), ('new', 'PROPN'), ('york', 'PROPN'), ('time', 'NOUN'), ('feel', 'VERB'), ('natur', 'PROPN'), ('miss', 'PROPN'), ('bloomingdal', 'NOUN'), ('ad', 'NOUN')], 'named_entities': [('new york', 'GPE')]}"
i love my kindle no more stacks of books to trip over on the way to the loo,1,"{'cleaned_text': 'love kindl stack book trip way loo', 'tokens': ['love', 'kindl', 'stack', 'book', 'trip', 'way', 'loo'], 'pos_tags': [('love', 'NOUN'), ('kindl', 'PROPN'), ('stack', 'NOUN'), ('book', 'NOUN'), ('trip', 'NOUN'), ('way', 'NOUN'), ('loo', 'PROPN')], 'named_entities': []}"
although today s keynote rocked for every great announcement at amp t shit on us just a little bit more,0,"{'cleaned_text': 'although today keynot rock everi great announc amp shit u littl bit', 'tokens': ['although', 'today', 'keynot', 'rock', 'everi', 'great', 'announc', 'amp', 'shit', 'u', 'littl', 'bit'], 'pos_tags': [('although', 'SCONJ'), ('today', 'NOUN'), ('keynot', 'NOUN'), ('rock', 'NOUN'), ('everi', 'PROPN'), ('great', 'PROPN'), ('announc', 'PROPN'), ('amp', 'PROPN'), ('shit', 'PROPN'), ('u', 'PROPN'), ('littl', 'PROPN'), ('bit', 'NOUN')], 'named_entities': [('today', 'DATE'), ('everi great', 'PERSON')]}"
its not so much my obsession with cell phones but the iphone i m a slave to at amp t forever because of it,0,"{'cleaned_text': 'much ob cell phone iphon slave amp forev', 'tokens': ['much', 'ob', 'cell', 'phone', 'iphon', 'slave', 'amp', 'forev'], 'pos_tags': [('much', 'ADJ'), ('ob', 'ADP'), ('cell', 'NOUN'), ('phone', 'NOUN'), ('iphon', 'PROPN'), ('slave', 'NOUN'), ('amp', 'PROPN'), ('forev', 'NOUN')], 'named_entities': []}"
fuzzball is more fun than at amp t p,0,"{'cleaned_text': 'fuzzbal fun amp p', 'tokens': ['fuzzbal', 'fun', 'amp', 'p'], 'pos_tags': [('fuzzbal', 'ADJ'), ('fun', 'NOUN'), ('amp', 'PROPN'), ('p', 'NOUN')], 'named_entities': []}"
today is a good day to dislike at amp t vote out of office indeed,0,"{'cleaned_text': 'today good day dislik amp vote offic inde', 'tokens': ['today', 'good', 'day', 'dislik', 'amp', 'vote', 'offic', 'inde'], 'pos_tags': [('today', 'NOUN'), ('good', 'ADJ'), ('day', 'NOUN'), ('dislik', 'PROPN'), ('amp', 'PROPN'), ('vote', 'NOUN'), ('offic', 'NOUN'), ('inde', 'NOUN')], 'named_entities': [('today good day', 'DATE')]}"
got my wave sandbox invite extra excited too bad i have class now but i ll play with it soon enough io wave,1,"{'cleaned_text': 'got wave sandbox invit extra excit bad class play soon enough io wave', 'tokens': ['got', 'wave', 'sandbox', 'invit', 'extra', 'excit', 'bad', 'class', 'play', 'soon', 'enough', 'io', 'wave'], 'pos_tags': [('got', 'VERB'), ('wave', 'NOUN'), ('sandbox', 'PROPN'), ('invit', 'PROPN'), ('extra', 'ADJ'), ('excit', 'ADJ'), ('bad', 'ADJ'), ('class', 'NOUN'), ('play', 'VERB'), ('soon', 'ADV'), ('enough', 'ADV'), ('io', 'ADP'), ('wave', 'NOUN')], 'named_entities': [('invit', 'ORG')]}"
looks like summize has gone down too many tweets from wwdc perhaps,0,"{'cleaned_text': 'look like summiz gone mani tweet wwdc perhap', 'tokens': ['look', 'like', 'summiz', 'gone', 'mani', 'tweet', 'wwdc', 'perhap'], 'pos_tags': [('look', 'VERB'), ('like', 'SCONJ'), ('summiz', 'PROPN'), ('gone', 'VERB'), ('mani', 'PROPN'), ('tweet', 'NOUN'), ('wwdc', 'ADP'), ('perhap', 'NOUN')], 'named_entities': []}"
thanks so much from one of your very happy kindle winners i was so surprised fabulous thank you best kathleen,1,"{'cleaned_text': 'thank much one happi kindl winner surpris fabul thank best kathleen', 'tokens': ['thank', 'much', 'one', 'happi', 'kindl', 'winner', 'surpris', 'fabul', 'thank', 'best', 'kathleen'], 'pos_tags': [('thank', 'VERB'), ('much', 'ADJ'), ('one', 'NUM'), ('happi', 'NOUN'), ('kindl', 'NOUN'), ('winner', 'PROPN'), ('surpris', 'PROPN'), ('fabul', 'PROPN'), ('thank', 'VERB'), ('best', 'ADV'), ('kathleen', 'ADJ')], 'named_entities': [('one', 'CARDINAL'), ('kathleen', 'PERSON')]}"
man i kinda dislike apple right now case in point the iphone gs wish there was a video recorder app please,0,"{'cleaned_text': 'man kinda dislik appl right case point iphon g wish video record app plea', 'tokens': ['man', 'kinda', 'dislik', 'appl', 'right', 'case', 'point', 'iphon', 'g', 'wish', 'video', 'record', 'app', 'plea'], 'pos_tags': [('man', 'NOUN'), ('kinda', 'PROPN'), ('dislik', 'VERB'), ('appl', 'ADV'), ('right', 'ADJ'), ('case', 'NOUN'), ('point', 'NOUN'), ('iphon', 'PROPN'), ('g', 'PROPN'), ('wish', 'VERB'), ('video', 'NOUN'), ('record', 'NOUN'), ('app', 'NOUN'), ('plea', 'NOUN')], 'named_entities': [('kinda', 'GPE')]}"
i have a kindle amp sony prs like it physical device feels good font is nice pg turns are snappy enuf ui a little klunky,1,"{'cleaned_text': 'kindl amp soni pr like physic devic feel good font nice pg turn snappi enuf ui littl klunki', 'tokens': ['kindl', 'amp', 'soni', 'pr', 'like', 'physic', 'devic', 'feel', 'good', 'font', 'nice', 'pg', 'turn', 'snappi', 'enuf', 'ui', 'littl', 'klunki'], 'pos_tags': [('kindl', 'PROPN'), ('amp', 'PROPN'), ('soni', 'PROPN'), ('pr', 'INTJ'), ('like', 'INTJ'), ('physic', 'NOUN'), ('devic', 'NOUN'), ('feel', 'VERB'), ('good', 'ADJ'), ('font', 'NOUN'), ('nice', 'PROPN'), ('pg', 'PROPN'), ('turn', 'VERB'), ('snappi', 'PROPN'), ('enuf', 'PROPN'), ('ui', 'PROPN'), ('littl', 'PROPN'), ('klunki', 'PROPN')], 'named_entities': [('klunki', 'GPE')]}"
the kindle seems the best ereader but will it work in the uk and where can i get one,1,"{'cleaned_text': 'kindl seem best eread work uk get one', 'tokens': ['kindl', 'seem', 'best', 'eread', 'work', 'uk', 'get', 'one'], 'pos_tags': [('kindl', 'NOUN'), ('seem', 'VERB'), ('best', 'ADJ'), ('eread', 'NOUN'), ('work', 'NOUN'), ('uk', 'PROPN'), ('get', 'VERB'), ('one', 'NUM')], 'named_entities': [('one', 'CARDINAL')]}"
i have a google addiction thank you for pointing that out hahaha,1,"{'cleaned_text': 'googl addict thank point hahaha', 'tokens': ['googl', 'addict', 'thank', 'point', 'hahaha'], 'pos_tags': [('googl', 'NOUN'), ('addict', 'NOUN'), ('thank', 'NUM'), ('point', 'NOUN'), ('hahaha', 'PROPN')], 'named_entities': [('hahaha', 'PERSON')]}"
dearest you rich bastards the visa card you sent me doesn t work why screw a little guy like me,0,"{'cleaned_text': 'dearest rich bastard visa card sent work screw littl guy like', 'tokens': ['dearest', 'rich', 'bastard', 'visa', 'card', 'sent', 'work', 'screw', 'littl', 'guy', 'like'], 'pos_tags': [('dearest', 'VERB'), ('rich', 'ADJ'), ('bastard', 'NOUN'), ('visa', 'NOUN'), ('card', 'NOUN'), ('sent', 'VERB'), ('work', 'NOUN'), ('screw', 'PROPN'), ('littl', 'PROPN'), ('guy', 'NOUN'), ('like', 'ADP')], 'named_entities': []}"
excited about seeing bobby flay and guy fieri tomorrow at the great american food amp music fest,1,"{'cleaned_text': 'excit see bobbi flay guy fieri tomorrow great american food amp music fest', 'tokens': ['excit', 'see', 'bobbi', 'flay', 'guy', 'fieri', 'tomorrow', 'great', 'american', 'food', 'amp', 'music', 'fest'], 'pos_tags': [('excit', 'PROPN'), ('see', 'VERB'), ('bobbi', 'PROPN'), ('flay', 'PROPN'), ('guy', 'PROPN'), ('fieri', 'PROPN'), ('tomorrow', 'NOUN'), ('great', 'PROPN'), ('american', 'PROPN'), ('food', 'PROPN'), ('amp', 'NOUN'), ('music', 'NOUN'), ('fest', 'ADJ')], 'named_entities': [('american', 'NORP')]}"
gonna go see bobby flay moro at shoreline eat and drink gonna be good,1,"{'cleaned_text': 'gon na go see bobbi flay moro shorelin eat drink gon na good', 'tokens': ['gon', 'na', 'go', 'see', 'bobbi', 'flay', 'moro', 'shorelin', 'eat', 'drink', 'gon', 'na', 'good'], 'pos_tags': [('gon', 'VERB'), ('na', 'PART'), ('go', 'VERB'), ('see', 'VERB'), ('bobbi', 'PROPN'), ('flay', 'PROPN'), ('moro', 'PROPN'), ('shorelin', 'PROPN'), ('eat', 'PROPN'), ('drink', 'NOUN'), ('gon', 'VERB'), ('na', 'ADP'), ('good', 'NOUN')], 'named_entities': [('moro', 'ORG')]}"
can t wait for the great american food and music festival at shoreline tomorrow mmm katz pastrami and bobby flay yes please,1,"{'cleaned_text': 'wait great american food music festiv shorelin tomorrow mmm katz pastrami bobbi flay ye plea', 'tokens': ['wait', 'great', 'american', 'food', 'music', 'festiv', 'shorelin', 'tomorrow', 'mmm', 'katz', 'pastrami', 'bobbi', 'flay', 'ye', 'plea'], 'pos_tags': [('wait', 'VERB'), ('great', 'ADJ'), ('american', 'ADJ'), ('food', 'NOUN'), ('music', 'NOUN'), ('festiv', 'PROPN'), ('shorelin', 'PROPN'), ('tomorrow', 'NOUN'), ('mmm', 'PROPN'), ('katz', 'PROPN'), ('pastrami', 'PROPN'), ('bobbi', 'PROPN'), ('flay', 'VERB'), ('ye', 'PROPN'), ('plea', 'NOUN')], 'named_entities': [('american', 'NORP'), ('tomorrow', 'DATE'), ('katz pastrami', 'PERSON')]}"
my dad was in ny for a day we ate at mesa grill last night and met bobby flay so much fun except i completely lost my voice today,1,"{'cleaned_text': 'dad ny day ate mesa grill last night met bobbi flay much fun except complet lost voic today', 'tokens': ['dad', 'ny', 'day', 'ate', 'mesa', 'grill', 'last', 'night', 'met', 'bobbi', 'flay', 'much', 'fun', 'except', 'complet', 'lost', 'voic', 'today'], 'pos_tags': [('dad', 'NOUN'), ('ny', 'PROPN'), ('day', 'NOUN'), ('ate', 'VERB'), ('mesa', 'PROPN'), ('grill', 'PROPN'), ('last', 'ADJ'), ('night', 'NOUN'), ('met', 'VERB'), ('bobbi', 'PROPN'), ('flay', 'VERB'), ('much', 'ADJ'), ('fun', 'NOUN'), ('except', 'SCONJ'), ('complet', 'NOUN'), ('lost', 'VERB'), ('voic', 'NOUN'), ('today', 'NOUN')], 'named_entities': [('last night', 'TIME'), ('today', 'DATE')]}"
